Fecha,Sucursal,Departamento,Categoría,Unidades_Vendidas,Venta_USD
2022-10-01,Panamá Este,Hogar,Muebles,7384,337521.65
2022-11-01,Panamá Este,Hogar,Muebles,9327,369771.53
2022-12-01,Panamá Este,Hogar,Muebles,11287,520368.2
2023-01-01,Panamá Este,Hogar,Muebles,5508,295490.42
2023-02-01,Panamá Este,Hogar,Muebles,7296,308080.75
2023-03-01,Panamá Este,Hogar,Muebles,7170,332136.35
2023-04-01,Panamá Este,Hogar,Muebles,7034,379924.94
2023-05-01,Panamá Este,Hogar,Muebles,7099,360931.65
2023-06-01,Panamá Este,Hogar,Muebles,7564,347231.42
2023-07-01,Panamá Este,Hogar,Muebles,8821,396984.03
2023-08-01,Panamá Este,Hogar,Muebles,7138,363137.84
2023-09-01,Panamá Este,Hogar,Muebles,7039,366049.31
2023-10-01,Panamá Este,Hogar,Muebles,8494,357265.36
2023-11-01,Panamá Este,Hogar,Muebles,9977,442993.79
2023-12-01,Panamá Este,Hogar,Muebles,11612,548507.18
2024-01-01,Panamá Este,Hogar,Muebles,6712,280534.59
2024-02-01,Panamá Este,Hogar,Muebles,7347,341704.75
2024-03-01,Panamá Este,Hogar,Muebles,7653,414986.18
2024-04-01,Panamá Este,Hogar,Muebles,8143,381255.16
2024-05-01,Panamá Este,Hogar,Muebles,8682,380291.75
2024-06-01,Panamá Este,Hogar,Muebles,7946,392497.29
2024-07-01,Panamá Este,Hogar,Muebles,9485,430840.71
2024-08-01,Panamá Este,Hogar,Muebles,7521,408227.01
2024-09-01,Panamá Este,Hogar,Muebles,7989,382832.51
2024-10-01,Panamá Este,Hogar,Muebles,8393,422807.51
2024-11-01,Panamá Este,Hogar,Muebles,10237,420902.99
2024-12-01,Panamá Este,Hogar,Muebles,11815,484989.6
2025-01-01,Panamá Este,Hogar,Muebles,6894,315542.06
2025-02-01,Panamá Este,Hogar,Muebles,6774,333837.14
2025-03-01,Panamá Este,Hogar,Muebles,8137,387998.0
2025-04-01,Panamá Este,Hogar,Muebles,9495,393851.61
2025-05-01,Panamá Este,Hogar,Muebles,9164,389280.19
2025-06-01,Panamá Este,Hogar,Muebles,8158,370842.97
2025-07-01,Panamá Este,Hogar,Muebles,10393,492626.56
2025-08-01,Panamá Este,Hogar,Muebles,8387,386390.73
2025-09-01,Panamá Este,Hogar,Muebles,8804,428402.8
2025-10-01,Panamá Este,Hogar,Muebles,8215,430740.96
2022-01-01,Panamá Este,Hogar,Limpieza,20188,525630.42
2022-02-01,Panamá Este,Hogar,Limpieza,25262,601834.81
2022-03-01,Panamá Este,Hogar,Limpieza,27312,785417.16
2022-04-01,Panamá Este,Hogar,Limpieza,26096,804039.36
2022-05-01,Panamá Este,Hogar,Limpieza,27561,726419.22
2022-06-01,Panamá Este,Hogar,Limpieza,27052,800615.85
2022-07-01,Panamá Este,Hogar,Limpieza,33327,785441.23
2022-08-01,Panamá Este,Hogar,Limpieza,27295,736983.44
2022-09-01,Panamá Este,Hogar,Limpieza,29992,699899.37
2022-10-01,Panamá Este,Hogar,Limpieza,30576,761276.74
2022-11-01,Panamá Este,Hogar,Limpieza,33574,973689.02
2022-12-01,Panamá Este,Hogar,Limpieza,42950,1058119.68
2023-01-01,Panamá Este,Hogar,Limpieza,22172,576715.57
2023-02-01,Panamá Este,Hogar,Limpieza,28151,692630.46
2023-03-01,Panamá Este,Hogar,Limpieza,27817,731772.3
2023-04-01,Panamá Este,Hogar,Limpieza,31440,852982.72
2023-05-01,Panamá Este,Hogar,Limpieza,30269,791949.18
2023-06-01,Panamá Este,Hogar,Limpieza,29625,783443.48
2023-07-01,Panamá Este,Hogar,Limpieza,34222,885558.02
2023-08-01,Panamá Este,Hogar,Limpieza,31542,811213.33
2023-09-01,Panamá Este,Hogar,Limpieza,27302,723676.47
2023-10-01,Panamá Este,Hogar,Limpieza,28288,820367.9
2023-11-01,Panamá Este,Hogar,Limpieza,37917,900732.98
2023-12-01,Panamá Este,Hogar,Limpieza,43841,1155459.27
2024-01-01,Panamá Este,Hogar,Limpieza,26559,675397.74
2024-02-01,Panamá Este,Hogar,Limpieza,28972,762779.25
2024-03-01,Panamá Este,Hogar,Limpieza,35314,854842.75
2024-04-01,Panamá Este,Hogar,Limpieza,33705,849372.59
2024-05-01,Panamá Este,Hogar,Limpieza,31085,785537.48
2024-06-01,Panamá Este,Hogar,Limpieza,29836,892546.37
2024-07-01,Panamá Este,Hogar,Limpieza,37641,888012.73
2024-08-01,Panamá Este,Hogar,Limpieza,33327,845400.9
2024-09-01,Panamá Este,Hogar,Limpieza,29466,809460.91
2024-10-01,Panamá Este,Hogar,Limpieza,31487,784006.7
2024-11-01,Panamá Este,Hogar,Limpieza,42423,1041456.16
2024-12-01,Panamá Este,Hogar,Limpieza,45354,1078779.17
2025-01-01,Panamá Este,Hogar,Limpieza,25618,711882.99
2025-02-01,Panamá Este,Hogar,Limpieza,29181,740540.14
2025-03-01,Panamá Este,Hogar,Limpieza,32608,813814.91
2025-04-01,Panamá Este,Hogar,Limpieza,33715,906224.35
2025-05-01,Panamá Este,Hogar,Limpieza,33722,822263.36
2025-06-01,Panamá Este,Hogar,Limpieza,31524,863733.7
2025-07-01,Panamá Este,Hogar,Limpieza,40124,1035806.02
2025-08-01,Panamá Este,Hogar,Limpieza,34046,825127.49
2025-09-01,Panamá Este,Hogar,Limpieza,36855,965578.5
2025-10-01,Panamá Este,Hogar,Limpieza,37050,814481.36
2022-01-01,Panamá Este,Hogar,Cocina,12536,348011.34
2022-02-01,Panamá Este,Hogar,Cocina,14978,388170.47
2022-03-01,Panamá Este,Hogar,Cocina,17252,469847.51
2022-04-01,Panamá Este,Hogar,Cocina,17287,466102.25
2022-05-01,Panamá Este,Hogar,Cocina,18705,402398.54
2022-06-01,Panamá Este,Hogar,Cocina,16864,434228.53
2022-07-01,Panamá Este,Hogar,Cocina,20194,529963.92
2022-08-01,Panamá Este,Hogar,Cocina,18104,410363.73
2022-09-01,Panamá Este,Hogar,Cocina,18095,464600.64
2022-10-01,Panamá Este,Hogar,Cocina,18434,485669.65
2022-11-01,Panamá Este,Hogar,Cocina,21630,484609.22
2022-12-01,Panamá Este,Hogar,Cocina,26889,643622.05
2023-01-01,Panamá Este,Hogar,Cocina,15052,359014.94
2023-02-01,Panamá Este,Hogar,Cocina,16635,415976.04
2023-03-01,Panamá Este,Hogar,Cocina,20668,441802.19
2023-04-01,Panamá Este,Hogar,Cocina,19800,437723.23
2023-05-01,Panamá Este,Hogar,Cocina,18579,497832.74
2023-06-01,Panamá Este,Hogar,Cocina,18253,512906.15
2023-07-01,Panamá Este,Hogar,Cocina,19845,559820.17
2023-08-01,Panamá Este,Hogar,Cocina,20938,485975.69
2023-09-01,Panamá Este,Hogar,Cocina,20204,443201.74
2023-10-01,Panamá Este,Hogar,Cocina,21085,499873.24
2023-11-01,Panamá Este,Hogar,Cocina,23747,548262.85
2023-12-01,Panamá Este,Hogar,Cocina,27000,729906.58
2024-01-01,Panamá Este,Hogar,Cocina,14403,418971.61
2024-02-01,Panamá Este,Hogar,Cocina,18514,463370.5
2024-03-01,Panamá Este,Hogar,Cocina,21404,570200.64
2024-04-01,Panamá Este,Hogar,Cocina,23123,474195.75
2024-05-01,Panamá Este,Hogar,Cocina,19959,547948.11
2024-06-01,Panamá Este,Hogar,Cocina,21188,505466.21
2024-07-01,Panamá Este,Hogar,Cocina,23863,622296.26
2024-08-01,Panamá Este,Hogar,Cocina,21667,498814.11
2024-09-01,Panamá Este,Hogar,Cocina,21316,546761.01
2024-10-01,Panamá Este,Hogar,Cocina,22224,562749.95
2024-11-01,Panamá Este,Hogar,Cocina,23779,570320.17
2024-12-01,Panamá Este,Hogar,Cocina,30812,717527.81
2025-01-01,Panamá Este,Hogar,Cocina,17564,448567.45
2025-02-01,Panamá Este,Hogar,Cocina,20980,478680.37
2025-03-01,Panamá Este,Hogar,Cocina,24459,541824.09
2025-04-01,Panamá Este,Hogar,Cocina,22025,536431.45
2025-05-01,Panamá Este,Hogar,Cocina,21847,526397.14
2025-06-01,Panamá Este,Hogar,Cocina,25074,608866.8
2025-07-01,Panamá Este,Hogar,Cocina,25295,634525.8
2025-08-01,Panamá Este,Hogar,Cocina,24730,520130.94
2025-09-01,Panamá Este,Hogar,Cocina,21334,554931.71
2025-10-01,Panamá Este,Hogar,Cocina,23524,553244.3
2022-01-01,Panamá Este,Hogar,Decoración,11482,489582.11
2022-02-01,Panamá Este,Hogar,Decoración,13053,601766.46
2022-03-01,Panamá Este,Hogar,Decoración,14123,684000.87
2022-04-01,Panamá Este,Hogar,Decoración,15405,599216.2
2022-05-01,Panamá Este,Hogar,Decoración,14786,610393.51
2022-06-01,Panamá Este,Hogar,Decoración,13111,592076.14
2022-07-01,Panamá Este,Hogar,Decoración,15397,741305.11
2022-08-01,Panamá Este,Hogar,Decoración,14676,649845.24
2022-09-01,Panamá Este,Hogar,Decoración,13352,608682.34
2022-10-01,Panamá Este,Hogar,Decoración,14458,716864.72
2022-11-01,Panamá Este,Hogar,Decoración,17437,792736.34
2022-12-01,Panamá Este,Hogar,Decoración,18359,871944.27
2023-01-01,Panamá Este,Hogar,Decoración,11418,526446.89
2023-02-01,Panamá Este,Hogar,Decoración,13468,617998.94
2023-03-01,Panamá Este,Hogar,Decoración,15025,642361.63
2023-04-01,Panamá Este,Hogar,Decoración,13562,670219.89
2023-05-01,Panamá Este,Hogar,Decoración,13553,744932.87
2023-06-01,Panamá Este,Hogar,Decoración,14599,696182.67
2023-07-01,Panamá Este,Hogar,Decoración,17941,779220.69
2023-08-01,Panamá Este,Hogar,Decoración,14213,692413.92
2023-09-01,Panamá Este,Hogar,Decoración,15432,637822.21
2023-10-01,Panamá Este,Hogar,Decoración,14193,654926.13
2023-11-01,Panamá Este,Hogar,Decoración,17391,833040.25
2023-12-01,Panamá Este,Hogar,Decoración,22505,925432.41
2024-01-01,Panamá Este,Hogar,Decoración,12597,511921.65
2024-02-01,Panamá Este,Hogar,Decoración,12547,681380.56
2024-03-01,Panamá Este,Hogar,Decoración,15832,822257.59
2024-04-01,Panamá Este,Hogar,Decoración,14549,794047.44
2024-05-01,Panamá Este,Hogar,Decoración,16000,803144.62
2024-06-01,Panamá Este,Hogar,Decoración,16583,711364.67
2024-07-01,Panamá Este,Hogar,Decoración,16319,901089.71
2024-08-01,Panamá Este,Hogar,Decoración,15383,704606.31
2024-09-01,Panamá Este,Hogar,Decoración,15733,817792.76
2024-10-01,Panamá Este,Hogar,Decoración,17409,824301.8
2024-11-01,Panamá Este,Hogar,Decoración,21175,938199.92
2024-12-01,Panamá Este,Hogar,Decoración,20439,1151150.38
2025-01-01,Panamá Este,Hogar,Decoración,13546,609571.42
2025-02-01,Panamá Este,Hogar,Decoración,14216,648602.87
2025-03-01,Panamá Este,Hogar,Decoración,16796,791512.1
2025-04-01,Panamá Este,Hogar,Decoración,18038,816613.02
2025-05-01,Panamá Este,Hogar,Decoración,18601,733168.41
2025-06-01,Panamá Este,Hogar,Decoración,18713,821227.48
2025-07-01,Panamá Este,Hogar,Decoración,19173,966632.46
2025-08-01,Panamá Este,Hogar,Decoración,16674,751930.34
2025-09-01,Panamá Este,Hogar,Decoración,18152,848522.7
2025-10-01,Panamá Este,Hogar,Decoración,16310,867008.49
2022-01-01,Panamá Este,Ropa,Hombre,12806,496451.66
2022-02-01,Panamá Este,Ropa,Hombre,15294,568428.66
2022-03-01,Panamá Este,Ropa,Hombre,20401,665659.62
2022-04-01,Panamá Este,Ropa,Hombre,18375,677669.25
2022-05-01,Panamá Este,Ropa,Hombre,18957,560458.88
2022-06-01,Panamá Este,Ropa,Hombre,18902,661012.64
2022-07-01,Panamá Este,Ropa,Hombre,21034,715125.1
2022-08-01,Panamá Este,Ropa,Hombre,17134,585362.24
2022-09-01,Panamá Este,Ropa,Hombre,18264,675434.59
2022-10-01,Panamá Este,Ropa,Hombre,19620,575395.16
2022-11-01,Panamá Este,Ropa,Hombre,21189,769408.05
2022-12-01,Panamá Este,Ropa,Hombre,24736,818847.86
2023-01-01,Panamá Este,Ropa,Hombre,13627,491018.25
2023-02-01,Panamá Este,Ropa,Hombre,16907,588962.14
2023-03-01,Panamá Este,Ropa,Hombre,21685,672207.91
2023-04-01,Panamá Este,Ropa,Hombre,18338,654176.05
2023-05-01,Panamá Este,Ropa,Hombre,18899,640745.58
2023-06-01,Panamá Este,Ropa,Hombre,19378,708894.2
2023-07-01,Panamá Este,Ropa,Hombre,23184,678165.02
2023-08-01,Panamá Este,Ropa,Hombre,20710,654521.37
2023-09-01,Panamá Este,Ropa,Hombre,19804,717403.85
2023-10-01,Panamá Este,Ropa,Hombre,21187,709715.97
2023-11-01,Panamá Este,Ropa,Hombre,24702,780779.92
2023-12-01,Panamá Este,Ropa,Hombre,30434,978223.73
2024-01-01,Panamá Este,Ropa,Hombre,17232,568437.98
2024-02-01,Panamá Este,Ropa,Hombre,17454,652184.2
2024-03-01,Panamá Este,Ropa,Hombre,20615,718242.11
2024-04-01,Panamá Este,Ropa,Hombre,19984,669826.15
2024-05-01,Panamá Este,Ropa,Hombre,20898,677065.97
2024-06-01,Panamá Este,Ropa,Hombre,23761,682816.12
2024-07-01,Panamá Este,Ropa,Hombre,23315,797787.13
2024-08-01,Panamá Este,Ropa,Hombre,20395,645386.26
2024-09-01,Panamá Este,Ropa,Hombre,22737,731275.2
2024-10-01,Panamá Este,Ropa,Hombre,21786,692591.94
2024-11-01,Panamá Este,Ropa,Hombre,24107,819301.96
2024-12-01,Panamá Este,Ropa,Hombre,29522,1072313.83
2025-01-01,Panamá Este,Ropa,Hombre,17079,568041.12
2025-02-01,Panamá Este,Ropa,Hombre,20693,596411.6
2025-03-01,Panamá Este,Ropa,Hombre,20947,813389.72
2025-04-01,Panamá Este,Ropa,Hombre,22098,694420.97
2025-05-01,Panamá Este,Ropa,Hombre,23250,798120.18
2025-06-01,Panamá Este,Ropa,Hombre,22097,805321.01
2025-07-01,Panamá Este,Ropa,Hombre,26140,815087.14
2025-08-01,Panamá Este,Ropa,Hombre,23084,813090.6
2025-09-01,Panamá Este,Ropa,Hombre,22527,765886.94
2025-10-01,Panamá Este,Ropa,Hombre,25250,757890.74
2022-01-01,Panamá Este,Ropa,Mujer,10120,339045.72
2022-02-01,Panamá Este,Ropa,Mujer,10934,418593.37
2022-03-01,Panamá Este,Ropa,Mujer,12467,491975.23
2022-04-01,Panamá Este,Ropa,Mujer,11792,478262.7
2022-05-01,Panamá Este,Ropa,Mujer,13660,533624.05
2022-06-01,Panamá Este,Ropa,Mujer,11857,523269.8
2022-07-01,Panamá Este,Ropa,Mujer,13470,561519.18
2022-08-01,Panamá Este,Ropa,Mujer,12195,512153.25
2022-09-01,Panamá Este,Ropa,Mujer,13676,487341.74
2022-10-01,Panamá Este,Ropa,Mujer,13170,532452.25
2022-11-01,Panamá Este,Ropa,Mujer,16182,612258.29
2022-12-01,Panamá Este,Ropa,Mujer,16933,719029.66
2023-01-01,Panamá Este,Ropa,Mujer,10596,427662.35
2023-02-01,Panamá Este,Ropa,Mujer,11884,431564.62
2023-03-01,Panamá Este,Ropa,Mujer,14701,564407.62
2023-04-01,Panamá Este,Ropa,Mujer,14903,499339.39
2023-05-01,Panamá Este,Ropa,Mujer,12439,515302.69
2023-06-01,Panamá Este,Ropa,Mujer,14263,514267.74
2023-07-01,Panamá Este,Ropa,Mujer,13803,640906.01
2023-08-01,Panamá Este,Ropa,Mujer,13918,569668.37
2023-09-01,Panamá Este,Ropa,Mujer,13198,553145.03
2023-10-01,Panamá Este,Ropa,Mujer,13251,555898.1
2023-11-01,Panamá Este,Ropa,Mujer,16054,646022.45
2023-12-01,Panamá Este,Ropa,Mujer,19765,811018.23
2024-01-01,Panamá Este,Ropa,Mujer,10822,431499.64
2024-02-01,Panamá Este,Ropa,Mujer,13276,477704.21
2024-03-01,Panamá Este,Ropa,Mujer,14640,536961.27
2024-04-01,Panamá Este,Ropa,Mujer,13636,608721.03
2024-05-01,Panamá Este,Ropa,Mujer,15772,602760.53
2024-06-01,Panamá Este,Ropa,Mujer,14285,562446.84
2024-07-01,Panamá Este,Ropa,Mujer,16196,573197.23
2024-08-01,Panamá Este,Ropa,Mujer,15478,614800.14
2024-09-01,Panamá Este,Ropa,Mujer,14424,519502.12
2024-10-01,Panamá Este,Ropa,Mujer,13601,599220.26
2024-11-01,Panamá Este,Ropa,Mujer,17458,755898.08
2024-12-01,Panamá Este,Ropa,Mujer,22752,796019.28
2025-01-01,Panamá Este,Ropa,Mujer,12463,442781.37
2025-02-01,Panamá Este,Ropa,Mujer,14207,551619.27
2025-03-01,Panamá Este,Ropa,Mujer,16587,662960.51
2025-04-01,Panamá Este,Ropa,Mujer,15187,629208.84
2025-05-01,Panamá Este,Ropa,Mujer,15896,681651.52
2025-06-01,Panamá Este,Ropa,Mujer,16971,567520.01
2025-07-01,Panamá Este,Ropa,Mujer,16359,686419.42
2025-08-01,Panamá Este,Ropa,Mujer,15442,650657.42
2025-09-01,Panamá Este,Ropa,Mujer,15437,668635.17
2025-10-01,Panamá Este,Ropa,Mujer,15940,583428.05
2022-01-01,Panamá Este,Ropa,Niños,50189,631836.55
2022-02-01,Panamá Este,Ropa,Niños,64093,601816.14
2022-03-01,Panamá Este,Ropa,Niños,71847,776413.9
2022-04-01,Panamá Este,Ropa,Niños,79945,842733.8
2022-05-01,Panamá Este,Ropa,Niños,74147,777599.91
2022-06-01,Panamá Este,Ropa,Niños,79995,721353.62
2022-07-01,Panamá Este,Ropa,Niños,76361,859875.32
2022-08-01,Panamá Este,Ropa,Niños,76849,723603.18
2022-09-01,Panamá Este,Ropa,Niños,75253,772094.77
2022-10-01,Panamá Este,Ropa,Niños,77050,703546.24
2022-11-01,Panamá Este,Ropa,Niños,83200,942346.3
2022-12-01,Panamá Este,Ropa,Niños,106338,1080305.11
2023-01-01,Panamá Este,Ropa,Niños,59177,648936.0
2023-02-01,Panamá Este,Ropa,Niños,70352,720097.87
2023-03-01,Panamá Este,Ropa,Niños,76203,833783.81
2023-04-01,Panamá Este,Ropa,Niños,85092,856928.91
2023-05-01,Panamá Este,Ropa,Niños,72371,766801.09
2023-06-01,Panamá Este,Ropa,Niños,83783,841338.54
2023-07-01,Panamá Este,Ropa,Niños,93102,848597.49
2023-08-01,Panamá Este,Ropa,Niños,83942,895854.51
2023-09-01,Panamá Este,Ropa,Niños,79135,754316.83
2023-10-01,Panamá Este,Ropa,Niños,77961,814096.47
2023-11-01,Panamá Este,Ropa,Niños,104122,1029507.23
2023-12-01,Panamá Este,Ropa,Niños,104522,1146126.21
2024-01-01,Panamá Este,Ropa,Niños,64148,610480.16
2024-02-01,Panamá Este,Ropa,Niños,74484,761377.79
2024-03-01,Panamá Este,Ropa,Niños,88140,911381.87
2024-04-01,Panamá Este,Ropa,Niños,79720,922400.14
2024-05-01,Panamá Este,Ropa,Niños,87346,863811.48
2024-06-01,Panamá Este,Ropa,Niños,90131,897560.93
2024-07-01,Panamá Este,Ropa,Niños,84821,965289.35
2024-08-01,Panamá Este,Ropa,Niños,91710,916774.71
2024-09-01,Panamá Este,Ropa,Niños,76762,901087.78
2024-10-01,Panamá Este,Ropa,Niños,82295,890842.28
2024-11-01,Panamá Este,Ropa,Niños,91836,1010254.45
2024-12-01,Panamá Este,Ropa,Niños,108598,1117209.75
2025-01-01,Panamá Este,Ropa,Niños,73833,667053.13
2025-02-01,Panamá Este,Ropa,Niños,75075,746771.75
2025-03-01,Panamá Este,Ropa,Niños,89596,941732.93
2025-04-01,Panamá Este,Ropa,Niños,85786,972782.26
2025-05-01,Panamá Este,Ropa,Niños,92731,896825.9
2025-06-01,Panamá Este,Ropa,Niños,92689,1034966.96
2025-07-01,Panamá Este,Ropa,Niños,97503,943305.74
2025-08-01,Panamá Este,Ropa,Niños,87927,1003235.9
2025-09-01,Panamá Este,Ropa,Niños,97968,975245.8
2025-10-01,Panamá Este,Ropa,Niños,88841,927360.77
2022-01-01,Panamá Este,Ropa,Accesorios,8018,386715.0
2022-02-01,Panamá Este,Ropa,Accesorios,9439,477113.62
2022-03-01,Panamá Este,Ropa,Accesorios,11153,575143.05
2022-04-01,Panamá Este,Ropa,Accesorios,11014,574598.49
2022-05-01,Panamá Este,Ropa,Accesorios,11628,550851.95
2022-06-01,Panamá Este,Ropa,Accesorios,11676,501159.01
2022-07-01,Panamá Este,Ropa,Accesorios,12388,587796.13
2022-08-01,Panamá Este,Ropa,Accesorios,11255,594657.01
2022-09-01,Panamá Este,Ropa,Accesorios,12355,557763.03
2022-10-01,Panamá Este,Ropa,Accesorios,12264,552704.01
2022-11-01,Panamá Este,Ropa,Accesorios,13378,627770.73
2022-12-01,Panamá Este,Ropa,Accesorios,17575,747695.02
2023-01-01,Panamá Este,Ropa,Accesorios,10206,477783.22
2023-02-01,Panamá Este,Ropa,Accesorios,10239,518516.49
2023-03-01,Panamá Este,Ropa,Accesorios,12115,624297.25
2023-04-01,Panamá Este,Ropa,Accesorios,12493,584974.05
2023-05-01,Panamá Este,Ropa,Accesorios,13580,605743.29
2023-06-01,Panamá Este,Ropa,Accesorios,13418,560655.54
2023-07-01,Panamá Este,Ropa,Accesorios,12635,676086.38
2023-08-01,Panamá Este,Ropa,Accesorios,12211,581816.3
2023-09-01,Panamá Este,Ropa,Accesorios,12612,583580.8
2023-10-01,Panamá Este,Ropa,Accesorios,12486,607995.55
2023-11-01,Panamá Este,Ropa,Accesorios,14057,770253.06
2023-12-01,Panamá Este,Ropa,Accesorios,18724,754439.81
2024-01-01,Panamá Este,Ropa,Accesorios,10430,507521.84
2024-02-01,Panamá Este,Ropa,Accesorios,12188,517684.62
2024-03-01,Panamá Este,Ropa,Accesorios,14395,628298.74
2024-04-01,Panamá Este,Ropa,Accesorios,14098,574668.03
2024-05-01,Panamá Este,Ropa,Accesorios,13268,610141.66
2024-06-01,Panamá Este,Ropa,Accesorios,13728,635760.14
2024-07-01,Panamá Este,Ropa,Accesorios,13771,636924.55
2024-08-01,Panamá Este,Ropa,Accesorios,13898,634294.15
2024-09-01,Panamá Este,Ropa,Accesorios,12569,689705.17
2024-10-01,Panamá Este,Ropa,Accesorios,13952,585277.09
2024-11-01,Panamá Este,Ropa,Accesorios,15246,802838.69
2024-12-01,Panamá Este,Ropa,Accesorios,17365,873524.79
2025-01-01,Panamá Este,Ropa,Accesorios,10116,528863.82
2025-02-01,Panamá Este,Ropa,Accesorios,11064,553460.66
2025-03-01,Panamá Este,Ropa,Accesorios,15089,637349.84
2025-04-01,Panamá Este,Ropa,Accesorios,15128,637482.57
2025-05-01,Panamá Este,Ropa,Accesorios,14499,625175.91
2025-06-01,Panamá Este,Ropa,Accesorios,13477,640927.39
2025-07-01,Panamá Este,Ropa,Accesorios,14577,777027.98
2025-08-01,Panamá Este,Ropa,Accesorios,13066,736135.93
2025-09-01,Panamá Este,Ropa,Accesorios,13490,726894.05
2025-10-01,Panamá Este,Ropa,Accesorios,15586,709249.93
2022-01-01,David,Abarrotes,Bebidas,95213,1448225.74
2022-02-01,David,Abarrotes,Bebidas,116800,1491557.27
2022-03-01,David,Abarrotes,Bebidas,120262,1790290.85
2022-04-01,David,Abarrotes,Bebidas,118317,1827947.13
2022-05-01,David,Abarrotes,Bebidas,122360,1773206.99
2022-06-01,David,Abarrotes,Bebidas,128652,1802386.66
2022-07-01,David,Abarrotes,Bebidas,140926,1992602.26
2022-08-01,David,Abarrotes,Bebidas,136042,1837321.04
2022-09-01,David,Abarrotes,Bebidas,125405,1994513.25
2022-10-01,David,Abarrotes,Bebidas,127444,1927080.14
2022-11-01,David,Abarrotes,Bebidas,138483,2501408.52
2022-12-01,David,Abarrotes,Bebidas,175752,2614305.06
2023-01-01,David,Abarrotes,Bebidas,106520,1615494.34
2023-02-01,David,Abarrotes,Bebidas,105895,1871876.6
2023-03-01,David,Abarrotes,Bebidas,131904,2123290.27
2023-04-01,David,Abarrotes,Bebidas,129892,2013778.32
2023-05-01,David,Abarrotes,Bebidas,125313,2153881.58
2023-06-01,David,Abarrotes,Bebidas,137377,1928420.96
2023-07-01,David,Abarrotes,Bebidas,142085,2177132.81
2023-08-01,David,Abarrotes,Bebidas,144656,2069052.37
2023-09-01,David,Abarrotes,Bebidas,147549,2080828.76
2023-10-01,David,Abarrotes,Bebidas,139207,1853998.62
2023-11-01,David,Abarrotes,Bebidas,181488,2678881.48
2023-12-01,David,Abarrotes,Bebidas,191217,2982736.35
2024-01-01,David,Abarrotes,Bebidas,111938,1657526.25
2024-02-01,David,Abarrotes,Bebidas,138905,2043013.69
2024-03-01,David,Abarrotes,Bebidas,140861,2184992.27
2024-04-01,David,Abarrotes,Bebidas,162028,2424474.12
2024-05-01,David,Abarrotes,Bebidas,135243,2217370.23
2024-06-01,David,Abarrotes,Bebidas,147257,2041300.6
2024-07-01,David,Abarrotes,Bebidas,149657,2561988.16
2024-08-01,David,Abarrotes,Bebidas,155677,2291077.66
2024-09-01,David,Abarrotes,Bebidas,152080,2332701.42
2024-10-01,David,Abarrotes,Bebidas,155005,2411647.75
2024-11-01,David,Abarrotes,Bebidas,174140,2801101.1
2024-12-01,David,Abarrotes,Bebidas,202955,3165665.28
2025-01-01,David,Abarrotes,Bebidas,109509,1917995.75
2025-02-01,David,Abarrotes,Bebidas,132428,2099045.16
2025-03-01,David,Abarrotes,Bebidas,174409,2342905.53
2025-04-01,David,Abarrotes,Bebidas,156739,2570841.94
2025-05-01,David,Abarrotes,Bebidas,171263,2254013.52
2025-06-01,David,Abarrotes,Bebidas,171615,2489224.84
2025-07-01,David,Abarrotes,Bebidas,172201,2825796.22
2025-08-01,David,Abarrotes,Bebidas,164858,2497184.82
2025-09-01,David,Abarrotes,Bebidas,147620,2480935.2
2025-10-01,David,Abarrotes,Bebidas,147887,2507362.84
2022-01-01,David,Abarrotes,Lácteos,16067,564226.65
2022-02-01,David,Abarrotes,Lácteos,19643,636041.84
2022-03-01,David,Abarrotes,Lácteos,23868,722819.93
2022-04-01,David,Abarrotes,Lácteos,20458,771592.65
2022-05-01,David,Abarrotes,Lácteos,23657,783668.23
2022-06-01,David,Abarrotes,Lácteos,23858,672809.63
2022-07-01,David,Abarrotes,Lácteos,24468,771666.14
2022-08-01,David,Abarrotes,Lácteos,24583,776922.29
2022-09-01,David,Abarrotes,Lácteos,23702,728247.14
2022-10-01,David,Abarrotes,Lácteos,23643,769358.79
2022-11-01,David,Abarrotes,Lácteos,28233,866804.43
2022-12-01,David,Abarrotes,Lácteos,29190,1020408.72
2023-01-01,David,Abarrotes,Lácteos,17016,558606.23
2023-02-01,David,Abarrotes,Lácteos,20293,646615.61
2023-03-01,David,Abarrotes,Lácteos,22913,816229.92
2023-04-01,David,Abarrotes,Lácteos,23640,788691.59
2023-05-01,David,Abarrotes,Lácteos,25916,843231.43
2023-06-01,David,Abarrotes,Lácteos,25608,855746.84
2023-07-01,David,Abarrotes,Lácteos,27141,886638.95
2023-08-01,David,Abarrotes,Lácteos,25770,840667.76
2023-09-01,David,Abarrotes,Lácteos,25413,768505.94
2023-10-01,David,Abarrotes,Lácteos,23706,785783.15
2023-11-01,David,Abarrotes,Lácteos,27132,1000074.11
2023-12-01,David,Abarrotes,Lácteos,33763,1093659.36
2024-01-01,David,Abarrotes,Lácteos,20263,654552.87
2024-02-01,David,Abarrotes,Lácteos,21649,683056.05
2024-03-01,David,Abarrotes,Lácteos,26658,874669.47
2024-04-01,David,Abarrotes,Lácteos,23705,919561.3
2024-05-01,David,Abarrotes,Lácteos,27078,920783.48
2024-06-01,David,Abarrotes,Lácteos,27412,896035.19
2024-07-01,David,Abarrotes,Lácteos,29552,989677.78
2024-08-01,David,Abarrotes,Lácteos,28209,867492.76
